Subject,Question,Option A,Option B,Option C,Option D,Answer,Cluster
English,The adjective form of *anger* is _____.,angry,angered,angrily,angerful,A,2
English,The noun form of *know* is _____.,knowledge,knowing,known,knower,A,6
English,The adjective form of *fool* is _____.,foolish,fooly,fooled,fooling,A,2
English,The noun form of *wise* is _____.,wisdom,wise,wisehood,wiseness,A,2
English,The adverb form of *careful* is _____.,carefully,careful,carelessly,carefuler,A,6
English,The adverb form of *quiet* is _____.,quietly,quietness,quieter,quieted,A,7
English,The adjective form of *use* is _____.,useful,used,useless,using,A,6
English,The adjective form of *noise* is _____.,noisy,noiseful,noiseless,noisehood,A,5
English,The noun form of *fail* is _____.,failure,failing,failed,failness,A,6
English,The word *builder* is formed from the verb _____.,build,built,building,builded,A,6
English,The word *singer* is formed from the verb _____.,sing,sang,sung,singing,A,6
English,The word *librarian* is formed from the noun _____.,library,liberation,liberty,librarium,A,6
English,The word *childish* means _____.,like a child,very mature,young person,childlike,A,6
English,The word *painful* means _____.,causing pain,without pain,full of joy,avoiding pain,A,6
English,The word *colourless* means _____.,without colour,full of colour,bright colour,painted,A,7
English,The prefix *sub-* means _____.,below,above,across,inside,A,6
English,The word *cooperate* means _____.,work together,work alone,work against,work slowly,A,6
English,The word *interact* means _____.,communicate with others,act alone,read together,sleep early,A,6
English,The word *preview* means _____.,see before,see after,view again,see clearly,A,6
English,The word *overcome* means _____.,succeed over,fail before,come early,finish work,A,6
English,The word *postpone* means _____.,delay,advance,start early,replace,A,6
English,The prefix *mis-* means _____.,wrongly,again,not,too much,A,6
English,The word *misunderstand* means _____.,understand wrongly,understand clearly,explain well,ignore meaning,A,6
English,The prefix *non-* means _____.,not,against,within,over,A,6
English,The suffix *-able* means _____.,capable of,full of,without,opposite of,A,6
English,The word *readable* means _____.,able to be read,unable to read,hard to read,not written,A,6
English,The suffix *-ist* refers to _____.,a person who practices something,an event,a place,a thing,A,6
English,The word *pianist* means _____.,a person who plays the piano,a piano maker,a piano shop,a song writer,A,6
English,The suffix *-tion* forms a _____.,noun,verb,adverb,adjective,A,6
English,The word *information* comes from the verb _____.,inform,informant,informer,informing,A,6
English,The word *education* comes from the verb _____.,educate,educator,educational,educating,A,6
English,The word *construction* comes from the verb _____.,construct,constructor,constructing,constructed,A,6
English,The word *creation* comes from the verb _____.,create,creator,creative,creating,A,6
English,The prefix *over-* means _____.,too much,too little,inside,before,A,6
English,The prefix *under-* means _____.,below,above,inside,beyond,A,6
English,The suffix *-ful* means _____.,full of,without,against,opposite of,A,6
English,The suffix *-less* means _____.,without,with,inside,around,A,6
English,The word *helpless* means _____.,without help,with help,helping,helpful,A,6
English,The word *helpful* means _____.,ready to help,without help,not kind,not caring,A,6
English,The word *endless* means _____.,without end,with an end,at the end,ending soon,A,6
English,An essay that tells a personal experience is called a _____ essay.,descriptive,narrative,argumentative,expository,B,3
English,An argumentative essay tries to _____.,convince the reader,present a story,describe a scene,define a concept,A,3
English,An expository essay is mainly written to _____.,explain or inform,entertain,describe,complain,A,3
English,The part of an essay that gives the writer’s opinion is the _____.,body,conclusion,introduction,summary,B,3
English,A narrative essay is usually written in the _____ person.,first,second,third,fourth,A,3
English,The major feature of a descriptive essay is the use of _____.,vivid details,arguments,statistics,quotations,A,3
English,An argumentative essay contains points both for and _____ the motion.,against,with,beside,around,A,3
English,An expository essay can also be called a/an _____ essay.,explanatory,creative,persuasive,fictional,A,3
English,Each paragraph in an essay should discuss _____.,one main idea,many unrelated ideas,a conclusion,definitions only,A,3
English,The use of good transitions in an essay helps to achieve _____.,coherence,confusion,repetition,disunity,A,3
English,The unity of ideas in an essay means _____.,all points relate to one central idea,each paragraph is different,there are random topics,each point stands alone,A,3
English,The concluding paragraph of an essay should _____.,summarize main points,introduce new ideas,disagree with earlier points,repeat everything,A,3
English,An article written for a school magazine is an example of a/an _____ essay.,expository,descriptive,argumentative,letter,A,3
English,The use of persuasive language is important in a/an _____ essay.,argumentative,descriptive,narrative,expository,A,3
English,Formal letters are written to _____.,official persons,relatives,friends,classmates,A,0
English,Informal letters are written to _____.,friends and relatives,government officials,editors,businessmen,A,0
English,A formal letter begins with the writer’s _____.,address,address of the receiver,name,title,A,0
English,The salutation in a formal letter is written as _____.,Dear Sir/Dear Madam,Dear friend,Hi,Hello,A,0
English,The body of a letter contains the _____.,main message,addresses only,closing remarks,complimentary close,A,0
English,The complimentary close of a formal letter is _____.,Yours faithfully,Yours lovingly,Yours sincerely,With love,A,0
English,The complimentary close of an informal letter is _____.,Yours sincerely,Yours faithfully,Yours truly,Yours obediently,A,0
English,The subject heading of a formal letter should be written in _____.,capital letters,italics,brackets,lowercase,A,0
English,The language of a formal letter should be _____.,polite and formal,harsh and commanding,informal and casual,emotional and joking,A,0
English,A good letter must be _____.,clear and concise,long and emotional,filled with idioms,very short,A,0
English,A report is a _____ account of an event.,factual,imaginary,fake,poetic,A,3
English,A good report should be written in the _____ tense.,past,present,future,conditional,A,3
English,The person who writes a report is called a _____.,reporter,reportee,writer,editor,A,3
English,An article written to persuade readers to accept a view is a/an _____ article.,editorial,informative,scientific,creative,A,3
English,A speech delivered to honour a dead person is called a _____.,tribute,eulogy,debate,toast,B,1
English,The audience of a formal speech should be addressed with _____.,respect,emotion,anger,sarcasm,A,0
English,The act of giving spoken information to a group of people is called a _____.,speech,debate,report,lecture,A,1
English,A speech of welcome is given at the _____ of a ceremony.,beginning,end,middle,after,B,1
English,A good paragraph should contain _____.,one central idea,many mixed ideas,a quotation,a proverb,A,3
English,The main clause in a complex sentence can stand _____.,on its own,with another clause,only with a verb,with a preposition,A,1
English,A subordinate clause cannot stand _____.,on its own,with another clause,independently,with a verb,A,1
English,A sentence that expresses a command is called an _____ sentence.,imperative,interrogative,exclamatory,declarative,A,1
English,A sentence that expresses a question is called an _____ sentence.,interrogative,declarative,imperative,complex,A,1
English,A sentence that shows strong feelings is an _____ sentence.,exclamatory,imperative,interrogative,assertive,A,1
English,An exclamatory sentence usually ends with an _____.,exclamation mark,apostrophe,comma,colon,A,1
English,The punctuation mark used at the end of a statement is a _____.,full stop,comma,colon,semicolon,A,1
English,The punctuation mark used to separate items in a list is the _____.,comma,colon,apostrophe,question mark,A,1
English,The punctuation mark used to show possession is the _____.,apostrophe,comma,colon,hyphen,A,1
English,The punctuation mark used in abbreviations is the _____.,full stop,comma,semicolon,bracket,A,0
English,The punctuation mark used in direct speech is the _____.,quotation mark,hyphen,colon,dash,A,1
English,The use of punctuation marks helps to _____.,clarify meaning,create confusion,make writing long,remove spelling,A,3
English,The figure of speech that compares two things using “like” or “as” is a _____.,simile,metaphor,personification,hyperbole,A,1
English,The figure of speech that gives human qualities to non-living things is _____.,personification,simile,metaphor,alliteration,A,1
English,The figure of speech that involves exaggeration is called _____.,hyperbole,irony,metaphor,simile,A,1
English,The figure of speech that compares two unlike things directly is a _____.,metaphor,simile,idiom,proverb,A,1
English,The repetition of consonant sounds at the beginning of words is called _____.,alliteration,assonance,consonance,onomatopoeia,A,5
English,The repetition of vowel sounds in nearby words is called _____.,assonance,alliteration,metaphor,hyperbole,A,5
English,The use of words that imitate sounds is called _____.,onomatopoeia,personification,metaphor,idiom,A,5
English,The opposite of “expand” is _____.,contract,extend,enlarge,develop,A,6
English,The opposite of “include” is _____.,exclude,combine,contain,allow,A,6
