Chemistry,Which salt solution is alkaline?,NaCl,Na2CO3,NaNO3,NH4Cl,B
Chemistry,According to solubility rules, which compound is soluble?,CaCO3,AgCl,PbSO4,KNO3,D
Chemistry,Which salt is efflorescent?,Na2CO3·10H2O,CaCl2,Conc. H2SO4,SiO2,A
Chemistry,Why is graphite used as electrode?,It is hard,It conducts electricity,It is transparent,It is cheap,B
Chemistry,What is the main use of activated charcoal?,Fuel,Adsorbent,Lubricant,Construction,B
Chemistry,Which reaction produces CO2?,C + O2 (excess),C + O2 (limited),C + H2O,C + S,A
Chemistry,How is dry CO2 prepared?,Over water,Through KHCO3 solution,Through conc. H2SO4,Through fused CaCl2,D
Chemistry,What is the test for CO2?,Turns lime water milky,Burns with pop sound,Decolorizes bromine,Turns cobalt chloride pink,A
Chemistry,Why is CO dangerous?,It is acidic,It combines with hemoglobin,It supports combustion,It has smell,B
Chemistry,Which coal has most volatile matter?,Anthracite,Bituminous,Lignite,Peat,D
Chemistry,What is coke used for?,Making dyes,Reducing agent in metallurgy,Making fertilizers,Making plastics,B
Chemistry,Which gas is used in Haber process?,N2 and H2,CO and H2,CH4 and H2,CO2 and H2,A
Chemistry,What is the formula for bicarbonate ion?,CO3²⁻,HCO3⁻,H2CO3,CO2,B
Chemistry,How is Na2CO3 prepared commercially?,Solvay process,Haber process,Contact process,Oxo process,A
Chemistry,What is observed when MgCO3 is heated?,It melts,It decomposes to MgO and CO2,No change,It turns black,B
Chemistry,What is the main component of natural gas?,C2H6,C3H8,CH4,C4H10,C
Chemistry,Which fraction is used in making candles?,Petrol,Kerosene,Lubricating oil,Bitumen,C
Chemistry,What is the purpose of anti-knock agents?,Increase octane number,Decrease octane number,Remove impurities,Add color,A
Chemistry,Which compound is added to petrol as anti-knock?,NaCl,CaCO3,Pb(C2H5)4,NH3,C
Chemistry,What is the primary raw material for glass industry?,Clay,Limestone,Silica sand,Coal,C
Chemistry,Which industry produces insecticides?,Pharmaceutical,Fertilizer,Agrochemical,Paint,C
Chemistry,What is the pH of 0.01M NaOH?,2,12,7,14,B
Chemistry,Which salt is used in photography?,AgBr,NaCl,KNO3,CaCO3,A
Chemistry,What is the chemical name for gypsum?,CaSO4·2H2O,CaSO4,CaCO3,CaO,A
Chemistry,Which carbon form is used in nuclear reactors?,Diamond,Graphite,Charcoal,Coke,B
Chemistry,What is the main use of formaldehyde?,Preservative,Fuel,Solvent,Antiseptic,A
Chemistry,Which gas is responsible for acid rain?,CO2,SO2,N2,O2,B
Chemistry,What is the main component of biogas?,CH4,C2H6,C3H8,CO2,A
Chemistry,Which process removes sulphur from coal?,Washing,Heating,Distillation,Crushing,A
Chemistry,What is the primary use of ammonia?,Fertilizer production,Fuel,Solvent,Preservative,A
Chemistry,Which industry produces polyethylene?,Plastic,Pharmaceutical,Fertilizer,Paint,A
Chemistry,What is the formula for quicklime?,CaO,Ca(OH)2,CaCO3,CaSO4,A
Chemistry,Which acid is used in car batteries?,H2SO4,HCl,HNO3,CH3COOH,A
Chemistry,What is the basicity of H3PO3?,1,2,3,4,B
Chemistry,Which metal produces H2 with cold water?,Cu,Ag,Au,Na,D
Chemistry,What is the product of CaO + H2O?,Ca(OH)2,CaO2,CaH2,CaCO3,A
Chemistry,Which salt is used as table salt?,NaCl,Na2CO3,NaHCO3,NaNO3,A
Chemistry,According to solubility rules, which sulfate is insoluble?,Na2SO4,K2SO4,BaSO4,NH4SO4,C
Chemistry,Which substance is deliquescent?,Na2CO3·10H2O,CaCl2,SiO2,CaCO3,B
Chemistry,Why is diamond used in jewelry?,Hardness,Brilliance,Conductivity,Solubility,B
Chemistry,What is the main use of lamp black?,Pigment in ink,Fuel,Lubricant,Adsorbent,A
Chemistry,Which reaction is used in blast furnace?,C reduces Fe2O3,C reduces CO2,C reduces H2O,C reduces SO2,A
Chemistry,How is CO2 used in soft drinks?,As preservative,For fizz,As sweetener,As colorant,B
Chemistry,What is the test for unsaturation?,Bromine water test,Flame test,Precipitation test,pH test,A
Chemistry,Which coal type is hardest?,Anthracite,Bituminous,Lignite,Peat,A
Chemistry,What is the main use of coal tar?,Road surfacing,Chemical production,Fuel,Construction,B
Chemistry,Which gas is called "town gas"?,Coal gas,Water gas,Producer gas,Natural gas,A
Chemistry,What is the formula for carbonate ion?,CO3²⁻,HCO3⁻,H2CO3,CO2,A
Chemistry,How is KHCO3 prepared?,CO2 through KOH,Heating K2CO3,Precipitation,Direct combination,A
Chemistry,What is observed when Ca(HCO3)2 is heated?,Effervescence,Precipitation of CaCO3,Color change,No change,B
Chemistry,What is the main component of LPG?,CH4,C3H8,C2H6,C4H10,B
Chemistry,Which fraction is used in asphalt?,Bitumen,Lubricating oil,Kerosene,Petrol,A
Chemistry,What is the purpose of catalytic reforming?,Improve octane number,Remove sulphur,Separate fractions,Add color,A
Chemistry,What is the octane number of n-hexane?,25,61,0,100,A
Chemistry,Which is a primary petrochemical?,Benzene,Ammonia,Oxygen,Nitrogen,A
Chemistry,What is the main raw material for nylon?,Petroleum,Coal,Natural gas,Air,A
Chemistry,Which industry produces ceramics?,Construction,Pharmaceutical,Electronics,Agriculture,A
Chemistry,What is the pH of pure water?,0,7,14,1,B
Chemistry,Which salt is used in baking powder?,NaHCO3,Na2CO3,NaCl,NaNO3,A
Chemistry,What is the chemical name for caustic soda?,NaOH,Na2CO3,NaHCO3,NaCl,A
Chemistry,Which property allows graphite to be used as lubricant?,Layer structure,Hardness,Electrical conductivity,Transparency,A
Chemistry,What is the main use of carbon in steel making?,As fuel,As reducing agent,As alloy,As flux,B
Chemistry,Which gas is used in refrigeration?,NH3,O2,N2,CO2,A
Chemistry,What is the main component of producer gas?,N2 and CO,H2 and CO,CH4 and H2,CO2 and N2,A
Chemistry,Which process converts coal to gaseous fuel?,Gasification,Liquefaction,Distillation,Combustion,A
Chemistry,What is the primary use of nitric acid?,Fertilizer production,Food preservation,Cleaning,Fuel,A
Chemistry,Which industry produces synthetic rubber?,Plastic,Pharmaceutical,Fertilizer,Textile,A
Chemistry,What is the formula for slaked lime?,Ca(OH)2,CaO,CaCO3,CaSO4,A
Chemistry,Which acid is used in pickling?,HCl,H2SO4,HNO3,CH3COOH,B
Chemistry,What is the basicity of H2CO3?,1,2,3,4,B
Chemistry,Which metal displaces hydrogen from steam?,Fe,Cu,Ag,Au,A
Chemistry,What is the product of NaOH + CO2 (excess)?,Na2CO3,NaHCO3,NaOH,Na2O,B
Chemistry,Which salt is used in fireworks?,KNO3,NaCl,CaCO3,Na2SO4,A
Chemistry,According to solubility rules, which chloride is insoluble?,NaCl,KCl,AgCl,NH4Cl,C
Chemistry,Which substance is hygroscopic?,Conc. H2SO4,Na2CO3·10H2O,CaCl2,NaNO3,A
Chemistry,Why is charcoal used in water filters?,Adsorption,Reaction,Precipitation,Neutralization,A
Chemistry,What is the main use of graphite in batteries?,Conductor,Electrode,Catalyst,Separator,B
Chemistry,Which reaction produces water gas?,C + H2O,C + O2,C + CO2,C + S,A
Chemistry,How is CO2 used in baking?,As leavening agent,As preservative,As sweetener,As colorant,A
Chemistry,What is the test for oxygen?,Relights glowing splint,Turns lime water milky,Burns with pop sound,Decolorizes bromine,A
Chemistry,Which coal type is used in power plants?,Bituminous,Anthracite,Lignite,Peat,A
Chemistry,What is the main use of ammonia liquor?,Fertilizer production,Fuel,Solvent,Cleaning,A
Chemistry,Which gas is used in welding?,C2H2,CH4,C2H4,C3H8,A
Chemistry,What is the formula for carbon monoxide?,CO,CO2,C2O,CO3,A
Chemistry,How is Ca(HCO3)2 formed?,CO2 through Ca(OH)2,Heating CaCO3,Precipitation,Direct combination,A
Chemistry,What is observed when ZnCO3 is heated?,It decomposes to ZnO and CO2,It melts,No change,It turns yellow,A
Chemistry,What is the main component of gasoline?,C5-C12 hydrocarbons,C1-C4 gases,C12-C18 compounds,Above C20 compounds,A
Chemistry,Which fraction is used in jet fuel?,Kerosene,Petrol,Diesel oil,Lubricating oil,A
Chemistry,What is the purpose of adding tetraethyl lead to petrol?,Anti-knock,Colorant,Preservative,Cleaning,A
Chemistry,What is the octane number of 2,2,3-trimethylpentane?,100,0,50,25,A
Chemistry,Which is NOT derived from petroleum?,Coal tar,Natural gas,Plastics,Dyes,D
Chemistry,What is the main raw material for sulfuric acid production?,Sulphur,Air,Water,Limestone,A
Chemistry,Which industry produces glass?,Construction,Pharmaceutical,Electronics,Textile,A
Chemistry,What is the pH of 0.1M CH3COOH?,Around 3,7,12,1,A
Chemistry,Which salt is used in medicine as antacid?,NaHCO3,Na2CO3,NaCl,NaNO3,A
Chemistry,What is the chemical name for laughing gas?,N2O,NO,NO2,N2O4,A
Chemistry,Which property makes diamond useful in cutting tools?,Hardness,Electrical conductivity,Transparency,Solubility,A
Chemistry,What is the main use of carbon in water purification?,Adsorption,Reaction,Precipitation,Neutralization,A
Chemistry,Which gas is used in lighters?,C4H10,CH4,C2H2,C2H4,A
Chemistry,What is the main component of biogas?,CH4,CO2,H2,N2,A
Chemistry,Which process converts biomass to fuel?,Fermentation,Distillation,Combustion,Oxidation,A
Chemistry,What is the primary use of phosphoric acid?,Fertilizer production,Food additive,Cleaning,Fuel,A
Chemistry,Which industry produces detergents?,Chemical,Pharmaceutical,Textile,Construction,A
Chemistry,What is the formula for limestone?,CaCO3,CaO,Ca(OH)2,CaSO4,A
Chemistry,Which acid is found in vinegar?,CH3COOH,HCOOH,H2CO3,HCl,A
Chemistry,What is the basicity of HCl?,1,2,3,4,A
Chemistry,Which metal reacts vigorously with cold water?,K,Cu,Ag,Au,A
Chemistry,What is the product of NH3 + H2O?,NH4OH,NH4O,NH3·H2O,NH4,A
Chemistry,Which salt is used in plaster of Paris?,CaSO4·½H2O,CaSO4,CaCO3,CaO,A
Chemistry,According to solubility rules, which nitrate is insoluble?,KNO3,NaNO3,AgNO3,NH4NO3,C
Chemistry,Which substance is efflorescent?,Na2SO4·10H2O,CaCl2,SiO2,Conc. H2SO4,A
Chemistry,Why is graphite used in pencils?,Soft and marks paper,Hard and transparent,Electrical conductor,Soluble in water,A
Chemistry,What is the main use of activated carbon in gas masks?,Adsorb poisonous gases,React with gases,Precipitate gases,Neutralize gases,A
Chemistry,Which reaction is used in manufacture of urea?,CO2 + 2NH3,C + O2,C + H2O,C + N2,A
Chemistry,How is CO2 used in fire extinguishers?,Denser than air and doesn't support combustion,Lighter than air and flammable,Reacts with fire,Has cooling effect,A
Chemistry,What is the test for hydrogen?,Burns with pop sound,Turns lime water milky,Relights splint,Decolorizes bromine,A
Chemistry,Which coal type has highest heating value?,Anthracite,Bituminous,Lignite,Peat,A
Chemistry,What is the main use of coal in industry?,Power generation,Chemical production,Construction,Transportation,A
Chemistry,Which gas is used in balloons?,He,H2,O2,N2,A
Chemistry,What is the formula for carbonic acid?,H2CO3,HCO3-,CO3²-,CO2,A
